,DAQlpGBT,EvSize,Elinks,Layer,U,V,LUV,nModules,doubleDAQlpGBT,EvSize [kb],BitsPerElink
1102,1322,49.0056,3.0,49,5.0,3.0,12627.0,3,False,1.5681792,522.7264
755,973,49.0847,3.0,32,10.0,6.0,8358.0,3,False,1.5707104,523.5701333333334
1097,1317,49.2338,3.0,48,4.0,6.0,12358.0,3,False,1.5754816,525.1605333333333
1090,1310,49.3043,3.0,48,5.0,5.0,12373.0,3,False,1.5777375999999999,525.9125333333333
1089,1309,49.3051,3.0,48,5.0,1.0,12369.0,3,False,1.5777632000000001,525.9210666666667
535,719,49.3587,3.0,23,5.333333333333333,9.666666666666666,5983.0,3,False,1.5794784,526.4928
534,718,49.4346,3.0,23,9.666666666666666,4.333333333333333,6047.0,3,False,1.5819072,527.3024
795,1015,49.453359999999996,4.0,33,4.25,10.0,8526.0,4,False,1.5825075199999998,395.62687999999997
741,959,49.4919,3.0,31,5.0,9.0,8025.0,3,False,1.5837408000000002,527.9136000000001
1086,1306,49.5367,3.0,47,0.0,4.0,12036.0,3,False,1.5851744,528.3914666666667
1085,1305,49.5443,3.0,47,4.0,4.0,12100.0,3,False,1.5854176,528.4725333333333
1024,1244,49.547399999999996,3.0,42,8.666666666666666,5.333333333333333,10896.0,3,False,1.5855168,528.5056
989,1209,49.6001,3.0,40,9.666666666666666,5.333333333333333,10400.0,3,False,1.5872032,529.0677333333333
1082,1302,49.6185,3.0,47,5.0,3.0,12115.0,3,False,1.5877919999999999,529.264
1103,1323,49.6576,3.0,49,5.666666666666667,2.3333333333333335,12637.0,3,False,1.5890432,529.6810666666667
1056,1276,49.716699999999996,3.0,44,3.3333333333333335,7.666666666666667,11325.0,3,False,1.5909343999999999,530.3114666666667
1098,1318,49.724599999999995,3.0,48,3.3333333333333335,6.666666666666667,12348.0,3,False,1.5911871999999998,530.3957333333333
471,655,49.8219,3.0,21,5.333333333333333,9.666666666666666,5471.0,3,False,1.5943008,531.4336
1083,1303,49.8481,3.0,47,5.666666666666667,2.3333333333333335,12125.0,3,False,1.5951392000000002,531.7130666666668
470,654,49.8613,3.0,21,9.666666666666666,4.333333333333333,5535.0,3,False,1.5955616000000001,531.8538666666667
704,918,49.8647,3.0,30,10.0,5.0,7845.0,3,False,1.5956704,531.8901333333333
1037,1257,49.9243,3.0,43,6.666666666666667,3.3333333333333335,11118.0,3,False,1.5975776000000002,532.5258666666667
297,477,49.961000000000006,3.0,16,4.0,5.0,4165.0,1,False,1.5987520000000002,532.9173333333334
295,475,50.0459,3.0,16,5.0,1.0,4177.0,1,False,1.6014688000000001,533.8229333333334
323,507,50.0605,3.0,17,4.0,5.0,4421.0,1,False,1.601936,533.9786666666666
321,505,50.0934,3.0,17,5.0,1.0,4433.0,1,False,1.6029888,534.3296
714,932,50.324600000000004,3.0,30,4.0,10.0,7754.0,3,False,1.6103872000000001,536.7957333333334
407,591,50.4608,3.0,19,5.333333333333333,9.666666666666666,4959.0,3,False,1.6147456,538.2485333333333
406,590,50.473699999999994,3.0,19,9.666666666666666,4.333333333333333,5023.0,3,False,1.6151583999999999,538.3861333333333
680,888,50.90339999999999,3.0,29,9.0,5.0,7573.0,3,False,1.6289087999999998,542.9696
599,783,51.0509,2.0,26,4.0,0.0,6720.0,1,False,1.6336287999999999,816.8144
601,785,51.0692,2.0,26,4.0,4.0,6724.0,1,False,1.6342144,817.1072
847,1067,51.14,3.0,35,5.0,6.0,9046.0,3,False,1.6364800000000002,545.4933333333335
849,1069,51.165099999999995,3.0,35,1.0,6.0,8982.0,3,False,1.6372832,545.7610666666666
343,527,51.294200000000004,3.0,17,5.333333333333333,9.666666666666666,4447.0,3,False,1.6414144000000002,547.1381333333334
342,526,51.305499999999995,3.0,17,9.666666666666666,4.333333333333333,4511.0,3,False,1.641776,547.2586666666666
372,556,51.6548,3.0,18,9.0,5.0,4757.0,3,False,1.6529536,550.9845333333334
373,557,51.655,3.0,18,4.0,9.0,4681.0,3,False,1.65296,550.9866666666667
501,685,51.867000000000004,3.0,22,4.0,9.0,5705.0,3,False,1.659744,553.248
500,684,51.9178,3.0,22,9.0,5.0,5781.0,3,False,1.6613696,553.7898666666666
1115,1335,52.302809999999994,4.0,50,4.5,5.5,12877.5,4,False,1.67368992,418.42248
