,Slinks,Total lpGBT of Slinks,LpGBT Id,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
1,110,8,1254,64.414,Single,800.8267000000001,12,97,9606.32338,50.0
2,110,8,516,101.4423,Single,800.8267000000001,12,97,9606.32338,50.0
3,110,8,401,84.4426,Single,800.8267000000001,12,97,9606.32338,50.0
4,110,8,1382,12.1958,Single,800.8267000000001,12,97,9606.32338,50.0
5,110,8,1450,23.4412,Single,800.8267000000001,12,97,9606.32338,50.0
6,110,8,132,399.4305,Double,800.8267000000001,12,97,9606.32338,50.0
0,111,10,883,111.2986,Single,800.5617,5,89,9606.963290000002,51.0
1,111,10,1016,148.35240000000002,Single,800.5617,5,89,9606.963290000002,51.0
2,111,10,548,97.9481,Single,800.5617,5,89,9606.963290000002,51.0
3,111,10,1280,65.31020000000001,Single,800.5617,5,89,9606.963290000002,51.0
4,111,10,1398,20.377,Single,800.5617,5,89,9606.963290000002,51.0
5,111,10,810,52.68300000000001,Single,800.5617,5,89,9606.963290000002,51.0
6,111,10,1456,23.4491,Single,800.5617,5,89,9606.963290000002,51.0
7,111,10,1460,27.9901,Single,800.5617,5,89,9606.963290000002,51.0
8,111,10,264,253.1532,Double,800.5617,5,89,9606.963290000002,51.0
0,112,7,983,111.61069999999998,Single,800.5726400000001,3,96,9605.7608,51.0
1,112,7,1017,148.30020000000002,Single,800.5726400000001,3,96,9605.7608,51.0
2,112,7,1222,88.80134,Single,800.5726400000001,3,96,9605.7608,51.0
3,112,7,773,97.295,Single,800.5726400000001,3,96,9605.7608,51.0
4,112,7,484,101.39410000000001,Single,800.5726400000001,3,96,9605.7608,51.0
5,112,7,266,253.17130000000003,Double,800.5726400000001,3,96,9605.7608,51.0
0,113,8,309,109.82140000000001,Single,800.5636999999999,12,97,9606.32338,50.0
1,113,8,362,93.8175,Single,800.5636999999999,12,97,9606.32338,50.0
2,113,8,747,72.017,Single,800.5636999999999,12,97,9606.32338,50.0
3,113,8,1388,20.3805,Single,800.5636999999999,12,97,9606.32338,50.0
4,113,8,537,47.54600000000001,Single,800.5636999999999,12,97,9606.32338,50.0
5,113,8,1276,49.716699999999996,Single,800.5636999999999,12,97,9606.32338,50.0
6,113,8,30,407.26460000000003,Double,800.5636999999999,12,97,9606.32338,50.0
0,114,8,884,111.27876,Single,800.68162,4,94,9607.950949999999,50.0
1,114,8,674,78.7827,Single,800.68162,4,94,9607.950949999999,50.0
2,114,8,1027,71.81466,Single,800.68162,4,94,9607.950949999999,50.0
3,114,8,881,96.0729,Single,800.68162,4,94,9607.950949999999,50.0
4,114,8,1366,12.3632,Single,800.68162,4,94,9607.950949999999,50.0
5,114,8,1459,23.4302,Single,800.68162,4,94,9607.950949999999,50.0
6,114,8,32,406.93919999999997,Double,800.68162,4,94,9607.950949999999,50.0
0,115,7,302,110.02420000000001,Single,800.8584000000001,2,96,9605.436849999998,51.0
1,115,7,147,147.0924,Single,800.8584000000001,2,96,9605.436849999998,51.0
2,115,7,42,262.9341,Single,800.8584000000001,2,96,9605.436849999998,51.0
3,115,7,1094,78.4778,Single,800.8584000000001,2,96,9605.436849999998,51.0
4,115,7,1022,98.4748,Single,800.8584000000001,2,96,9605.436849999998,51.0
5,115,7,1121,76.2167,Single,800.8584000000001,2,96,9605.436849999998,51.0
6,115,7,1486,27.6384,Single,800.8584000000001,2,96,9605.436849999998,51.0
0,116,8,520,110.5581,Single,800.5561999999999,8,95,9605.39793,50.0
1,116,8,146,147.2995,Single,800.5561999999999,8,95,9605.39793,50.0
2,116,8,43,262.6971,Single,800.5561999999999,8,95,9605.39793,50.0
3,116,8,746,72.07600000000001,Single,800.5561999999999,8,95,9605.39793,50.0
4,116,8,400,84.66780000000001,Single,800.5561999999999,8,95,9605.39793,50.0
5,116,8,794,97.7872,Single,800.5561999999999,8,95,9605.39793,50.0
6,116,8,1359,12.5811,Single,800.5561999999999,8,95,9605.39793,50.0
7,116,8,1347,12.8894,Single,800.5561999999999,8,95,9605.39793,50.0
0,117,9,303,109.94059999999999,Single,800.1245000000001,13,94,9601.45561,51.0
1,117,9,896,76.0664,Single,800.1245000000001,13,94,9601.45561,51.0
2,117,9,1050,70.68430000000001,Single,800.1245000000001,13,94,9601.45561,51.0
3,117,9,1435,23.949,Single,800.1245000000001,13,94,9601.45561,51.0
4,117,9,1502,27.4513,Single,800.1245000000001,13,94,9601.45561,51.0
5,117,9,1478,27.7235,Single,800.1245000000001,13,94,9601.45561,51.0
6,117,9,445,53.4214,Single,800.1245000000001,13,94,9601.45561,51.0
7,117,9,162,410.88800000000003,Double,800.1245000000001,13,94,9601.45561,51.0
0,118,7,308,109.99190000000002,Single,800.79082,1,95,9606.25237,50.0
1,118,7,1184,70.4303,Single,800.79082,1,95,9606.25237,50.0
2,118,7,360,93.8313,Single,800.79082,1,95,9606.25237,50.0
3,118,7,780,62.57118,Single,800.79082,1,95,9606.25237,50.0
4,118,7,1315,53.09913999999999,Single,800.79082,1,95,9606.25237,50.0
5,118,7,160,410.867,Double,800.79082,1,95,9606.25237,50.0
0,119,8,251,111.6033,Single,800.8254000000001,16,91,9603.77597,50.0
1,119,8,1217,63.9461,Single,800.8254000000001,16,91,9603.77597,50.0
2,119,8,807,73.1751,Single,800.8254000000001,16,91,9603.77597,50.0
3,119,8,1472,27.713,Single,800.8254000000001,16,91,9603.77597,50.0
4,119,8,748,53.2869,Single,800.8254000000001,16,91,9603.77597,50.0
5,119,8,525,57.0029,Single,800.8254000000001,16,91,9603.77597,50.0
6,119,8,226,414.0981,Double,800.8254000000001,16,91,9603.77597,50.0
0,120,7,629,109.83349999999999,Single,800.7554,10,96,9607.177389999999,50.0
1,120,7,805,97.85650000000001,Single,800.7554,10,96,9607.177389999999,50.0
2,120,7,619,72.4602,Single,800.7554,10,96,9607.177389999999,50.0
3,120,7,522,78.742,Single,800.7554,10,96,9607.177389999999,50.0
4,120,7,1489,27.6185,Single,800.7554,10,96,9607.177389999999,50.0
5,120,7,224,414.2447,Double,800.7554,10,96,9607.177389999999,50.0
0,121,8,403,111.9442,Single,800.84528,10,96,9607.177389999999,50.0
1,121,8,946,65.7054,Single,800.84528,10,96,9607.177389999999,50.0
2,121,8,481,85.9477,Single,800.84528,10,96,9607.177389999999,50.0
3,121,8,1348,12.9106,Single,800.84528,10,96,9607.177389999999,50.0
4,121,8,413,53.6396,Single,800.84528,10,96,9607.177389999999,50.0
5,121,8,1138,56.07278,Single,800.84528,10,96,9607.177389999999,50.0
6,121,8,98,414.62500000000006,Double,800.84528,10,96,9607.177389999999,50.0
0,122,7,427,109.6663,Single,800.80062,5,89,9606.963290000002,51.0
1,122,7,1245,86.96582000000001,Single,800.80062,5,89,9606.963290000002,51.0
2,122,7,957,84.0987,Single,800.80062,5,89,9606.963290000002,51.0
3,122,7,918,49.8647,Single,800.80062,5,89,9606.963290000002,51.0
4,122,7,1040,55.3501,Single,800.80062,5,89,9606.963290000002,51.0
5,122,7,96,414.855,Double,800.80062,5,89,9606.963290000002,51.0
0,123,9,928,107.83891,Single,800.25153,6,96,9606.58655,51.0
1,123,9,111,146.53400000000002,Single,800.25153,6,96,9606.58655,51.0
2,123,9,1252,70.43782,Single,800.25153,6,96,9606.58655,51.0
3,123,9,1147,68.775,Single,800.25153,6,96,9606.58655,51.0
4,123,9,673,78.739,Single,800.25153,6,96,9606.58655,51.0
5,123,9,1484,27.6262,Single,800.25153,6,96,9606.58655,51.0
6,123,9,1482,27.7122,Single,800.25153,6,96,9606.58655,51.0
7,123,9,352,272.5884,Double,800.25153,6,96,9606.58655,51.0
0,124,8,599,109.5124,Single,800.6604,15,99,9604.833169999998,51.0
1,124,8,110,146.54919999999998,Single,800.6604,15,99,9604.833169999998,51.0
2,124,8,249,94.46329999999999,Single,800.6604,15,99,9604.833169999998,51.0
3,124,8,870,70.6238,Single,800.6604,15,99,9604.833169999998,51.0
4,124,8,799,85.49260000000001,Single,800.6604,15,99,9604.833169999998,51.0
5,124,8,1454,23.4352,Single,800.6604,15,99,9604.833169999998,51.0
6,124,8,170,270.58389999999997,Double,800.6604,15,99,9604.833169999998,51.0
0,125,9,488,108.6173,Single,800.7783,3,96,9605.7608,51.0
1,125,9,54,144.5187,Single,800.7783,3,96,9605.7608,51.0
2,125,9,904,81.98060000000001,Single,800.7783,3,96,9605.7608,51.0
3,125,9,1251,72.8963,Single,800.7783,3,96,9605.7608,51.0
4,125,9,1404,19.9125,Single,800.7783,3,96,9605.7608,51.0
5,125,9,718,49.4346,Single,800.7783,3,96,9605.7608,51.0
6,125,9,753,52.7709,Single,800.7783,3,96,9605.7608,51.0
7,125,9,168,270.6474,Double,800.7783,3,96,9605.7608,51.0
0,126,8,489,108.57329999999999,Single,800.68342,7,97,9607.610690000001,51.0
1,126,8,45,145.37369999999999,Single,800.68342,7,97,9607.610690000001,51.0
2,126,8,745,99.58070000000001,Single,800.68342,7,97,9607.610690000001,51.0
3,126,8,958,64.50919999999999,Single,800.68342,7,97,9607.610690000001,51.0
4,126,8,1314,53.04692,Single,800.68342,7,97,9607.610690000001,51.0
5,126,8,595,55.9648,Single,800.68342,7,97,9607.610690000001,51.0
6,126,8,382,273.63480000000004,Double,800.68342,7,97,9607.610690000001,51.0
0,127,8,426,109.5782,Single,800.57065,4,94,9607.950949999999,50.0
1,127,8,988,145.4572,Single,800.57065,4,94,9607.950949999999,50.0
2,127,8,642,90.37017,Single,800.57065,4,94,9607.950949999999,50.0
3,127,8,1294,68.62754,Single,800.57065,4,94,9607.950949999999,50.0
4,127,8,1191,55.47676,Single,800.57065,4,94,9607.950949999999,50.0
5,127,8,1307,57.52738,Single,800.57065,4,94,9607.950949999999,50.0
6,127,8,384,273.5334,Double,800.57065,4,94,9607.950949999999,50.0
0,128,8,333,102.8258,Single,800.8539,16,91,9603.77597,50.0
1,128,8,597,109.49799999999999,Single,800.8539,16,91,9603.77597,50.0
2,128,8,148,147.0916,Single,800.8539,16,91,9603.77597,50.0
3,128,8,370,80.9265,Single,800.8539,16,91,9603.77597,50.0
4,128,8,1488,27.6211,Single,800.8539,16,91,9603.77597,50.0
5,128,8,1140,60.512600000000006,Single,800.8539,16,91,9603.77597,50.0
6,128,8,354,272.3783,Double,800.8539,16,91,9603.77597,50.0
0,129,7,927,107.79359,Single,800.85479,9,91,9607.23065,50.0
1,129,7,579,84.8672,Single,800.85479,9,91,9607.23065,50.0
2,129,7,917,65.5028,Single,800.85479,9,91,9607.23065,50.0
3,129,7,1146,68.66629999999999,Single,800.85479,9,91,9607.23065,50.0
4,129,7,783,51.0509,Single,800.85479,9,91,9607.23065,50.0
5,129,7,320,422.97400000000005,Double,800.85479,9,91,9607.23065,50.0
0,130,8,900,107.77009000000001,Single,800.2024899999998,12,97,9606.32338,50.0
1,130,8,1106,95.77050000000001,Single,800.2024899999998,12,97,9606.32338,50.0
2,130,8,767,79.36529999999999,Single,800.2024899999998,12,97,9606.32338,50.0
3,130,8,1391,20.3675,Single,800.2024899999998,12,97,9606.32338,50.0
4,130,8,1318,49.724599999999995,Single,800.2024899999998,12,97,9606.32338,50.0
5,130,8,1426,23.9322,Single,800.2024899999998,12,97,9606.32338,50.0
6,130,8,318,423.2723,Double,800.2024899999998,12,97,9606.32338,50.0
0,131,7,982,107.3433,Single,800.6504,2,96,9605.436849999998,51.0
1,131,7,341,90.724,Single,800.6504,2,96,9605.436849999998,51.0
2,131,7,1154,64.2868,Single,800.6504,2,96,9605.436849999998,51.0
3,131,7,1095,61.8822,Single,800.6504,2,96,9605.436849999998,51.0
4,131,7,557,51.655,Single,800.6504,2,96,9605.436849999998,51.0
5,131,7,252,424.7591,Double,800.6504,2,96,9605.436849999998,51.0
0,132,7,901,107.76780999999998,Single,799.0987200000001,13,94,9601.45561,51.0
1,132,7,996,84.5865,Single,799.0987200000001,13,94,9601.45561,51.0
2,132,7,514,85.9832,Single,799.0987200000001,13,94,9601.45561,51.0
3,132,7,1335,52.302809999999994,Single,799.0987200000001,13,94,9601.45561,51.0
4,132,7,1338,44.0537,Single,799.0987200000001,13,94,9601.45561,51.0
5,132,7,254,424.40470000000005,Double,799.0987200000001,13,94,9601.45561,51.0
0,133,8,575,107.08109999999999,Single,799.3094000000001,14,90,9605.89069,50.0
1,133,8,979,89.9805,Single,799.3094000000001,14,90,9605.89069,50.0
2,133,8,838,73.4205,Single,799.3094000000001,14,90,9605.89069,50.0
3,133,8,507,50.0605,Single,799.3094000000001,14,90,9605.89069,50.0
4,133,8,1432,23.9378,Single,799.3094000000001,14,90,9605.89069,50.0
5,133,8,1420,24.409000000000002,Single,799.3094000000001,14,90,9605.89069,50.0
6,133,8,188,430.42,Double,799.3094000000001,14,90,9605.89069,50.0
0,134,7,981,107.21670000000002,Single,800.0217,8,95,9605.39793,50.0
1,134,7,858,98.583,Single,800.0217,8,95,9605.39793,50.0
2,134,7,835,95.83439999999999,Single,800.0217,8,95,9605.39793,50.0
3,134,7,1440,23.6595,Single,800.0217,8,95,9605.39793,50.0
4,134,7,1000,44.322100000000006,Single,800.0217,8,95,9605.39793,50.0
5,134,7,190,430.40599999999995,Double,800.0217,8,95,9605.39793,50.0
0,135,7,574,106.9451,Single,799.20381,11,92,9604.11439,50.0
1,135,7,1255,66.4616,Single,799.20381,11,92,9604.11439,50.0
2,135,7,943,88.0192,Single,799.20381,11,92,9604.11439,50.0
3,135,7,966,77.79991,Single,799.20381,11,92,9604.11439,50.0
4,135,7,1424,23.951999999999998,Single,799.20381,11,92,9604.11439,50.0
5,135,7,66,436.02599999999995,Double,799.20381,11,92,9604.11439,50.0
0,136,6,584,106.8335,Single,800.43725,2,96,9605.436849999998,51.0
1,136,6,1051,99.52080000000001,Single,800.43725,2,96,9605.436849999998,51.0
2,136,6,1055,97.3963,Single,800.43725,2,96,9605.436849999998,51.0
3,136,6,841,60.38065,Single,800.43725,2,96,9605.436849999998,51.0
4,136,6,64,436.306,Double,800.43725,2,96,9605.436849999998,51.0
0,137,9,693,106.5575,Single,800.0821999999998,3,96,9605.7608,51.0
1,137,9,44,145.3125,Single,800.0821999999998,3,96,9605.7608,51.0
2,137,9,705,80.8605,Single,800.0821999999998,3,96,9605.7608,51.0
3,137,9,1144,70.0128,Single,800.0821999999998,3,96,9605.7608,51.0
4,137,9,1401,19.9019,Single,800.0821999999998,3,96,9605.7608,51.0
5,137,9,1479,27.7183,Single,800.0821999999998,3,96,9605.7608,51.0
6,137,9,588,55.6755,Single,800.0821999999998,3,96,9605.7608,51.0
7,137,9,468,294.04319999999996,Double,800.0821999999998,3,96,9605.7608,51.0
0,138,9,585,106.8038,Single,800.0269999999998,7,97,9607.610690000001,51.0
1,138,9,989,145.244,Single,800.0269999999998,7,97,9607.610690000001,51.0
2,138,9,1201,62.696600000000004,Single,800.0269999999998,7,97,9607.610690000001,51.0
3,138,9,492,77.5245,Single,800.0269999999998,7,97,9607.610690000001,51.0
4,138,9,1076,77.3915,Single,800.0269999999998,7,97,9607.610690000001,51.0
5,138,9,1372,12.3921,Single,800.0269999999998,7,97,9607.610690000001,51.0
6,138,9,1437,23.6596,Single,800.0269999999998,7,97,9607.610690000001,51.0
7,138,9,466,294.31489999999997,Double,800.0269999999998,7,97,9607.610690000001,51.0
0,139,7,510,106.64569999999999,Single,800.4093,11,92,9604.11439,50.0
1,139,7,650,74.6571,Single,800.4093,11,92,9604.11439,50.0
2,139,7,491,101.2149,Single,800.4093,11,92,9604.11439,50.0
3,139,7,1322,49.0056,Single,800.4093,11,92,9604.11439,50.0
4,139,7,1485,27.6251,Single,800.4093,11,92,9604.11439,50.0
5,139,7,156,441.2609,Double,800.4093,11,92,9604.11439,50.0
0,140,8,455,105.9285,Single,800.836,10,96,9607.177389999999,50.0
1,140,8,280,99.11030000000001,Single,800.836,10,96,9607.177389999999,50.0
2,140,8,1496,27.4548,Single,800.836,10,96,9607.177389999999,50.0
3,140,8,1494,27.6198,Single,800.836,10,96,9607.177389999999,50.0
4,140,8,1321,46.9947,Single,800.836,10,96,9607.177389999999,50.0
5,140,8,721,52.481,Single,800.836,10,96,9607.177389999999,50.0
6,140,8,158,441.2469,Double,800.836,10,96,9607.177389999999,50.0
0,141,8,482,106.587,Single,800.8454999999999,8,95,9605.39793,50.0
1,141,8,149,147.0088,Single,800.8454999999999,8,95,9605.39793,50.0
2,141,8,681,99.5222,Single,800.8454999999999,8,95,9605.39793,50.0
3,141,8,1179,64.308,Single,800.8454999999999,8,95,9605.39793,50.0
4,141,8,1444,23.6561,Single,800.8454999999999,8,95,9605.39793,50.0
5,141,8,1058,61.640699999999995,Single,800.8454999999999,8,95,9605.39793,50.0
6,141,8,498,298.1227,Double,800.8454999999999,8,95,9605.39793,50.0
0,142,10,240,106.3634,Single,800.5077999999999,15,99,9604.833169999998,51.0
1,142,10,55,144.41830000000002,Single,800.5077999999999,15,99,9604.833169999998,51.0
2,142,10,829,85.71390000000001,Single,800.5077999999999,15,99,9604.833169999998,51.0
3,142,10,1087,92.122,Single,800.5077999999999,15,99,9604.833169999998,51.0
4,142,10,1346,12.8947,Single,800.5077999999999,15,99,9604.833169999998,51.0
5,142,10,1344,12.9048,Single,800.5077999999999,15,99,9604.833169999998,51.0
6,142,10,1407,19.9135,Single,800.5077999999999,15,99,9604.833169999998,51.0
7,142,10,1480,27.715999999999998,Single,800.5077999999999,15,99,9604.833169999998,51.0
8,142,10,496,298.4612,Double,800.5077999999999,15,99,9604.833169999998,51.0
0,143,7,695,106.52770000000001,Single,800.5874000000001,5,89,9606.963290000002,51.0
1,143,7,868,96.6714,Single,800.5874000000001,5,89,9606.963290000002,51.0
2,143,7,586,76.4237,Single,800.5874000000001,5,89,9606.963290000002,51.0
3,143,7,1423,24.4139,Single,800.5874000000001,5,89,9606.963290000002,51.0
4,143,7,556,51.6548,Single,800.5874000000001,5,89,9606.963290000002,51.0
5,143,7,92,444.8959,Double,800.5874000000001,5,89,9606.963290000002,51.0
0,144,7,483,106.8046,Single,800.8466,6,96,9606.58655,51.0
1,144,7,1045,63.992599999999996,Single,800.8466,6,96,9606.58655,51.0
2,144,7,931,68.838,Single,800.8466,6,96,9606.58655,51.0
3,144,7,1262,61.3585,Single,800.8466,6,96,9606.58655,51.0
4,144,7,653,54.6844,Single,800.8466,6,96,9606.58655,51.0
5,144,7,94,445.1685,Double,800.8466,6,96,9606.58655,51.0
0,145,9,26,104.99390000000001,Single,800.7020799999999,13,94,9601.45561,51.0
1,145,9,116,144.0229,Single,800.7020799999999,13,94,9601.45561,51.0
2,145,9,1012,83.2995,Single,800.7020799999999,13,94,9601.45561,51.0
3,145,9,643,90.24047999999999,Single,800.7020799999999,13,94,9601.45561,51.0
4,145,9,1384,12.1992,Single,800.7020799999999,13,94,9601.45561,51.0
5,145,9,1067,51.14,Single,800.7020799999999,13,94,9601.45561,51.0
6,145,9,1383,12.2254,Single,800.7020799999999,13,94,9601.45561,51.0
7,145,9,292,302.5807,Double,800.7020799999999,13,94,9601.45561,51.0
0,146,8,1063,144.2953,Single,800.50661,9,91,9607.23065,50.0
1,146,8,798,85.57234,Single,800.50661,9,91,9607.23065,50.0
2,146,8,519,101.2858,Single,800.50661,9,91,9607.23065,50.0
3,146,8,831,85.71936,Single,800.50661,9,91,9607.23065,50.0
4,146,8,1396,20.3621,Single,800.50661,9,91,9607.23065,50.0
5,146,8,778,60.87351000000001,Single,800.50661,9,91,9607.23065,50.0
6,146,8,294,302.39820000000003,Double,800.50661,9,91,9607.23065,50.0
0,147,9,969,104.9403,Single,800.82844,1,95,9606.25237,50.0
1,147,9,15,142.2112,Single,800.82844,1,95,9606.25237,50.0
2,147,9,371,80.6542,Single,800.82844,1,95,9606.25237,50.0
3,147,9,1089,80.67099999999999,Single,800.82844,1,95,9606.25237,50.0
4,147,9,1405,19.8996,Single,800.82844,1,95,9606.25237,50.0
5,147,9,1497,27.447,Single,800.82844,1,95,9606.25237,50.0
6,147,9,1135,39.952239999999996,Single,800.82844,1,95,9606.25237,50.0
7,147,9,322,305.0529,Double,800.82844,1,95,9606.25237,50.0
0,148,8,456,106.0684,Single,800.80827,4,94,9607.950949999999,50.0
1,148,8,117,143.8876,Single,800.80827,4,94,9607.950949999999,50.0
2,148,8,739,79.2184,Single,800.80827,4,94,9607.950949999999,50.0
3,148,8,887,70.0552,Single,800.80827,4,94,9607.950949999999,50.0
4,148,8,699,44.2858,Single,800.80827,4,94,9607.950949999999,50.0
5,148,8,1333,52.35167,Single,800.80827,4,94,9607.950949999999,50.0
6,148,8,324,304.9412,Double,800.80827,4,94,9607.950949999999,50.0
0,149,8,454,105.9863,Single,800.4152,12,97,9606.32338,50.0
1,149,8,1083,82.1375,Single,800.4152,12,97,9606.32338,50.0
2,149,8,486,85.9594,Single,800.4152,12,97,9606.32338,50.0
3,149,8,1461,27.9792,Single,800.4152,12,97,9606.32338,50.0
4,149,8,1392,20.375999999999998,Single,800.4152,12,97,9606.32338,50.0
5,149,8,1468,27.9858,Single,800.4152,12,97,9606.32338,50.0
6,149,8,130,449.991,Double,800.4152,12,97,9606.32338,50.0
0,150,7,241,106.2282,Single,799.4807,16,91,9603.77597,50.0
1,150,7,776,74.2319,Single,799.4807,16,91,9603.77597,50.0
2,150,7,992,87.6832,Single,799.4807,16,91,9603.77597,50.0
3,150,7,749,53.229600000000005,Single,799.4807,16,91,9603.77597,50.0
4,150,7,1470,27.9728,Single,799.4807,16,91,9603.77597,50.0
5,150,7,128,450.13500000000005,Double,799.4807,16,91,9603.77597,50.0
0,151,7,457,105.8179,Single,800.563,14,90,9605.89069,50.0
1,151,7,154,141.4976,Single,800.563,14,90,9605.89069,50.0
2,151,7,615,95.21784000000001,Single,800.563,14,90,9605.89069,50.0
3,151,7,993,87.72030000000001,Single,800.563,14,90,9605.89069,50.0
4,151,7,1190,55.456559999999996,Single,800.563,14,90,9605.89069,50.0
5,151,7,406,314.8528,Double,800.563,14,90,9605.89069,50.0
0,152,8,955,105.7606,Single,800.8472,10,96,9607.177389999999,50.0
1,152,8,204,142.5013,Single,800.8472,10,96,9607.177389999999,50.0
2,152,8,1020,79.0464,Single,800.8472,10,96,9607.177389999999,50.0
3,152,8,424,90.1326,Single,800.8472,10,96,9607.177389999999,50.0
4,152,8,1301,47.6289,Single,800.8472,10,96,9607.177389999999,50.0
5,152,8,1399,20.3781,Single,800.8472,10,96,9607.177389999999,50.0
6,152,8,404,315.3993,Double,800.8472,10,96,9607.177389999999,50.0
0,153,7,27,105.0616,Single,799.6247999999998,2,96,9605.436849999998,51.0
1,153,7,950,143.2857,Single,799.6247999999998,2,96,9605.436849999998,51.0
2,153,7,512,86.01830000000001,Single,799.6247999999998,2,96,9605.436849999998,51.0
3,153,7,1308,86.1518,Single,799.6247999999998,2,96,9605.436849999998,51.0
4,153,7,1292,59.84570000000001,Single,799.6247999999998,2,96,9605.436849999998,51.0
5,153,7,434,319.26169999999996,Double,799.6247999999998,2,96,9605.436849999998,51.0
0,154,8,663,106.193,Single,800.6467000000001,3,96,9605.7608,51.0
1,154,8,433,98.42100000000002,Single,800.6467000000001,3,96,9605.7608,51.0
2,154,8,1449,23.4429,Single,800.6467000000001,3,96,9605.7608,51.0
3,154,8,558,46.4352,Single,800.6467000000001,3,96,9605.7608,51.0
4,154,8,1394,20.3861,Single,800.6467000000001,3,96,9605.7608,51.0
5,154,8,667,44.1745,Single,800.6467000000001,3,96,9605.7608,51.0
6,154,8,194,461.59400000000005,Double,800.6467000000001,3,96,9605.7608,51.0
0,155,7,661,106.2782,Single,799.50331,6,96,9606.58655,51.0
1,155,7,581,97.9682,Single,799.50331,6,96,9606.58655,51.0
2,155,7,1431,23.9427,Single,799.50331,6,96,9606.58655,51.0
3,155,7,809,52.74040000000001,Single,799.50331,6,96,9606.58655,51.0
4,155,7,986,56.659710000000004,Single,799.50331,6,96,9606.58655,51.0
5,155,7,192,461.9141,Double,799.50331,6,96,9606.58655,51.0
0,156,7,358,118.447,Single,800.81422,7,97,9607.610690000001,51.0
1,156,7,14,142.4875,Single,800.81422,7,97,9607.610690000001,51.0
2,156,7,954,98.69172999999999,Single,800.81422,7,97,9607.610690000001,51.0
3,156,7,840,60.438689999999994,Single,800.81422,7,97,9607.610690000001,51.0
4,156,7,1177,61.9567,Single,800.81422,7,97,9607.610690000001,51.0
5,156,7,436,318.7926,Double,800.81422,7,97,9607.610690000001,51.0
0,157,7,970,105.05099999999999,Single,800.0017699999999,4,94,9607.950949999999,50.0
1,157,7,554,74.3822,Single,800.0017699999999,4,94,9607.950949999999,50.0
2,157,7,714,73.2973,Single,800.0017699999999,4,94,9607.950949999999,50.0
3,157,7,1415,24.427,Single,800.0017699999999,4,94,9607.950949999999,50.0
4,157,7,1211,55.32687,Single,800.0017699999999,4,94,9607.950949999999,50.0
5,157,7,62,467.51739999999995,Double,800.0017699999999,4,94,9607.950949999999,50.0
0,158,7,552,104.86320000000002,Single,800.86328,9,91,9607.23065,50.0
1,158,7,1026,89.37556,Single,800.86328,9,91,9607.23065,50.0
2,158,7,1453,23.4337,Single,800.86328,9,91,9607.23065,50.0
3,158,7,1299,53.32712,Single,800.86328,9,91,9607.23065,50.0
4,158,7,1188,62.227900000000005,Single,800.86328,9,91,9607.23065,50.0
5,158,7,60,467.6358,Double,800.86328,9,91,9607.23065,50.0
0,159,8,774,101.75710000000001,Single,799.70629,1,95,9606.25237,50.0
1,159,8,915,104.75259,Single,799.70629,1,95,9606.25237,50.0
2,159,8,1061,142.0412,Single,799.70629,1,95,9606.25237,50.0
3,159,8,432,98.5403,Single,799.70629,1,95,9606.25237,50.0
4,159,8,1350,12.8867,Single,799.70629,1,95,9606.25237,50.0
5,159,8,1340,12.9137,Single,799.70629,1,95,9606.25237,50.0
6,159,8,8,326.8147,Double,799.70629,1,95,9606.25237,50.0
0,160,7,956,105.6527,Single,800.0513000000001,3,96,9605.7608,51.0
1,160,7,205,142.5941,Single,800.0513000000001,3,96,9605.7608,51.0
2,160,7,494,99.54090000000001,Single,800.0513000000001,3,96,9605.7608,51.0
3,160,7,305,101.0532,Single,800.0513000000001,3,96,9605.7608,51.0
4,160,7,1413,24.3952,Single,800.0513000000001,3,96,9605.7608,51.0
5,160,7,10,326.8152,Double,800.0513000000001,3,96,9605.7608,51.0
0,161,7,372,104.23060000000001,Single,800.0486000000001,13,94,9601.45561,51.0
1,161,7,278,141.961,Single,800.0486000000001,13,94,9601.45561,51.0
2,161,7,1105,95.7422,Single,800.0486000000001,13,94,9601.45561,51.0
3,161,7,1289,64.92960000000001,Single,800.0486000000001,13,94,9601.45561,51.0
4,161,7,1286,60.3015,Single,800.0486000000001,13,94,9601.45561,51.0
5,161,7,228,332.8837,Double,800.0486000000001,13,94,9601.45561,51.0
0,162,7,914,104.66792,Single,799.62537,16,91,9603.77597,50.0
1,162,7,279,141.9841,Single,799.62537,16,91,9603.77597,50.0
2,162,7,766,79.44829999999999,Single,799.62537,16,91,9603.77597,50.0
3,162,7,830,85.79157000000001,Single,799.62537,16,91,9603.77597,50.0
4,162,7,1068,54.99788,Single,799.62537,16,91,9603.77597,50.0
5,162,7,230,332.7356,Double,799.62537,16,91,9603.77597,50.0
0,163,7,112,140.44320000000002,Single,800.0760500000001,5,89,9606.963290000002,51.0
1,163,7,311,88.4334,Single,800.0760500000001,5,89,9606.963290000002,51.0
2,163,7,676,93.03244,Single,800.0760500000001,5,89,9606.963290000002,51.0
3,163,7,826,100.00659999999999,Single,800.0760500000001,5,89,9606.963290000002,51.0
4,163,7,1093,37.60311,Single,800.0760500000001,5,89,9606.963290000002,51.0
5,163,7,38,340.55730000000005,Double,800.0760500000001,5,89,9606.963290000002,51.0
0,164,7,273,112.7151,Single,800.8208,7,97,9607.610690000001,51.0
